date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:07:27	80992/80992	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:47%20GMT	https://templates.envytheme.com/finlex/default/product-type-one.html	E:/temp2/dk/templates.envytheme.com/finlex/default/product-type-one.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:27	40082/40082	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:47%20GMT	https://templates.envytheme.com/finlex/default/product-type-two.html	E:/temp2/dk/templates.envytheme.com/finlex/default/product-type-two.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:27	54122/54122	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:47%20GMT	https://templates.envytheme.com/finlex/default/product-type-three.html	E:/temp2/dk/templates.envytheme.com/finlex/default/product-type-three.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:27	32081/32081	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:46%20GMT	https://templates.envytheme.com/finlex/default/product-type-four.html	E:/temp2/dk/templates.envytheme.com/finlex/default/product-type-four.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:27	65506/65506	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:46%20GMT	https://templates.envytheme.com/finlex/default/product-type-five.html	E:/temp2/dk/templates.envytheme.com/finlex/default/product-type-five.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:28	68018/68018	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:47%20GMT	https://templates.envytheme.com/finlex/default/product-type-six.html	E:/temp2/dk/templates.envytheme.com/finlex/default/product-type-six.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:28	23750/23750	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:44%20GMT	https://templates.envytheme.com/finlex/default/brand.html	E:/temp2/dk/templates.envytheme.com/finlex/default/brand.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:28	27460/27460	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:48%20GMT	https://templates.envytheme.com/finlex/default/testimonials.html	E:/temp2/dk/templates.envytheme.com/finlex/default/testimonials.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:28	25574/25574	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:46%20GMT	https://templates.envytheme.com/finlex/default/privacy-policy.html	E:/temp2/dk/templates.envytheme.com/finlex/default/privacy-policy.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:29	25542/25542	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:48%20GMT	https://templates.envytheme.com/finlex/default/terms-conditions.html	E:/temp2/dk/templates.envytheme.com/finlex/default/terms-conditions.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:29	4256/4256	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:45%20GMT	https://templates.envytheme.com/finlex/default/coming-soon.html	E:/temp2/dk/templates.envytheme.com/finlex/default/coming-soon.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:29	3226/3226	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:43%20GMT	https://templates.envytheme.com/finlex/default/404.html	E:/temp2/dk/templates.envytheme.com/finlex/default/404.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:29	28415/28415	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:44%20GMT	https://templates.envytheme.com/finlex/default/blog.html	E:/temp2/dk/templates.envytheme.com/finlex/default/blog.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:29	31537/31537	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:44%20GMT	https://templates.envytheme.com/finlex/default/blog-left-sidebar.html	E:/temp2/dk/templates.envytheme.com/finlex/default/blog-left-sidebar.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:30	33791/33791	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:43%20GMT	https://templates.envytheme.com/finlex/default/blog-details.html	E:/temp2/dk/templates.envytheme.com/finlex/default/blog-details.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:30	24202/24202	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Dec%202021%2009:12:45%20GMT	https://templates.envytheme.com/finlex/default/contact.html	E:/temp2/dk/templates.envytheme.com/finlex/default/contact.html	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:30	6494/6494	---M--	200	added ('OK')	image/png	etag:%2261c19ab0-19c2%22	https://templates.envytheme.com/finlex/default/assets/images/banner/trending-product-1.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/banner/trending-product-1.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:30	8129/8129	---M--	200	added ('OK')	image/png	etag:%2261c19ab1-21f7%22	https://templates.envytheme.com/finlex/default/assets/images/banner/trending-product-2.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/banner/trending-product-2.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:31	203349/203349	---M--	200	added ('OK')	image/png	etag:%2261c19aaf-31a55%22	https://templates.envytheme.com/finlex/default/assets/images/banner/banner-img.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/banner/banner-img.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:31	701/701	---M--	200	added ('OK')	image/png	etag:%2261c19ab7-7ea%22	https://templates.envytheme.com/finlex/default/assets/images/icon/price-tag-3.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/icon/price-tag-3.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:31	3743/3743	---M--	200	added ('OK')	image/jpeg	etag:%2261c19a9c-ea7%22	https://templates.envytheme.com/finlex/default/assets/images/pricetag-img.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/pricetag-img.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:32	714/714	---M--	200	added ('OK')	image/png	etag:%2261c19aaf-2ca%22	https://templates.envytheme.com/finlex/default/assets/images/banner/shape-1.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/banner/shape-1.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:32	2204/2204	---M--	200	added ('OK')	image/png	etag:%2261c19ab0-89c%22	https://templates.envytheme.com/finlex/default/assets/images/banner/shape-2.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/banner/shape-2.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:32	44107/44107	---M--	200	added ('OK')	image/png	etag:%2261c19ab0-ac4b%22	https://templates.envytheme.com/finlex/default/assets/images/banner/shape-3.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/banner/shape-3.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:33	8772/8772	---M--	200	added ('OK')	image/png	etag:%2261c19ab0-2244%22	https://templates.envytheme.com/finlex/default/assets/images/banner/shape-4.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/banner/shape-4.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:33	107617/107617	---M--	200	added ('OK')	image/png	etag:%2261c19a9d-1a461%22	https://templates.envytheme.com/finlex/default/assets/images/top-deal-img-1.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/top-deal-img-1.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:34	42028/42028	---M--	200	added ('OK')	image/png	etag:%2261c19a9d-a42c%22	https://templates.envytheme.com/finlex/default/assets/images/top-deal-img-2.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/top-deal-img-2.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:34	62496/62496	---M--	200	added ('OK')	image/png	etag:%2261c19a9d-f420%22	https://templates.envytheme.com/finlex/default/assets/images/top-deal-img-3.png	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/top-deal-img-3.png	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:34	28201/28201	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac8-6e31%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-9.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-9.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:34	53262/53262	---M--	200	added ('OK')	image/jpeg	etag:%2261c19aba-d016%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-10.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-10.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:34	38940/38940	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abb-9824%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-11.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-11.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:35	34856/34856	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abb-8830%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-12.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-12.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:35	79385/79385	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac0-13621%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-40.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-40.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:35	23565/23565	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abf-5c15%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-34.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-34.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:35	92114/92114	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abf-167da%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-36.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-36.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:36	42494/42494	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac0-a606%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-39.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-39.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:36	29755/29755	---M--	200	added ('OK')	image/jpeg	etag:%2261c19aba-7443%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-1.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-1.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:36	34421/34421	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abc-867d%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-2.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-2.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:36	55498/55498	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abe-d8d2%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-3.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-3.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:36	25951/25951	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac0-6567%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-4.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-4.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:37	31900/31900	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac2-7ca4%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-5.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-5.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:37	27561/27561	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac3-6bb1%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-6.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-6.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:37	16626/16626	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac5-40fa%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-7.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-7.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:37	17854/17854	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac7-45c6%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-8.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-8.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:38	15208/15208	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac6-3b70%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-74.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-74.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:38	15594/15594	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac6-3cf2%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-75.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-75.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:38	34521/34521	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac6-86e1%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-76.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-76.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:38	14818/14818	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac6-39ea%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-77.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-77.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:38	66051/66051	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac6-1020b%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-78.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-78.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:39	80584/80584	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac7-13ad0%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-79.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-79.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:39	13156/13156	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac7-336c%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-80.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-80.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:39	24225/24225	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac8-5ea9%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-88.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-88.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:39	75378/75378	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac7-1267a%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-81.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-81.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:40	59610/59610	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac7-e8e2%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-82.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-82.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:40	61597/61597	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac7-f0a5%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-83.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-83.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:40	37826/37826	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac8-93ca%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-84.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-84.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:40	67405/67405	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac8-10755%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-85.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-85.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:41	47599/47599	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac8-b9f7%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-86.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-86.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:41	72199/72199	---M--	200	added ('OK')	image/jpeg	etag:%2261c19ac8-11a0f%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-87.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-87.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:41	19752/19752	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abb-4d30%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-15.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-15.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:41	24556/24556	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abb-5ff4%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-16.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-16.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:41	38273/38273	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abc-9589%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-17.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-17.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:42	17835/17835	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abc-45b3%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-18.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-18.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:42	12283/12283	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abc-3003%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-19.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-19.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:42	10289/10289	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abc-2839%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-20.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-20.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
16:07:43	8341/8341	---M--	200	added ('OK')	image/jpeg	etag:%2261c19abc-209d%22	https://templates.envytheme.com/finlex/default/assets/images/products/product-21.jpg	E:/temp2/dk/templates.envytheme.com/finlex/default/assets/images/products/product-21.jpg	(from https://templates.envytheme.com/finlex/default/index.html)
